tconst,primaryTitle,Rated,Released,Production,genre,runtimeMinutes,BoxOffice,imdbRating,imdbVotes,RottenTomatoes,Metacritic
tt0035423,Kate & Leopold,PG-13,2001-12-25,Miramax Films,Comedy,118,47095453,6.4,75070,50,44
tt0043686,Forbidden Games,Not Rated,2052-12-08,Times Film Corporation,Drama,86,4308,8,10036,100,
tt0044876,The Man in the White Suit,Approved,2052-04-01,Universal Pictures,Comedy,85,3874,7.3,8073,100,
tt0046478,Ugetsu,Not Rated,1954-09-07,Edward Harrison,Drama,96,6154,8.3,18376,100,
tt0047034,Godzilla,Not Rated,2004-05-07,Toho,Drama,96,2340,7.6,26120,93,78
tt0047892,Bob le Flambeur,PG,,Lionsgate,Crime,98,4623,7.7,9555,97,80
tt0048021,Rififi,Not Rated,1956-06-05,Rialto Pictures,Crime,118,57226,8.2,23554,94,97
tt0049877,Four Bags Full,,1956-10-26,Rialto Pictures,Comedy,80,17824,7.4,3078,,
tt0051378,Elevator to the Gallows,Not Rated,1958-01-29,Rialto Pictures,Crime,91,109257,8,18866,93,94
tt0053472,Breathless,Not Rated,1961-02-07,Rialto Pictures,Crime,90,363030,7.9,66017,97,
tt0054098,Mughal-E-Azam,Not Rated,1960-08-05,UTV Communications,Drama,197,110815,8.3,6448,91,
tt0054130,La Notte,Not Rated,1962-02-19,Nepi Film,Drama,122,39236,8.1,15807,83,
tt0054177,Le Petit Soldat,Not Rated,1963-01-25,Rialto Pictures,Drama,88,24296,7.3,5389,80,97
tt0054407,Le Trou,Not Rated,1997-02-14,Filmsonor Productions,Crime,131,30973,8.5,12895,94,
tt0057345,Contempt,Not Rated,1964-12-18,Rialto Pictures,Drama,103,39199,7.6,25455,94,
tt0057490,The Servant,Unrated,1964-03-16,Rialto Pictures,Drama,116,36668,7.9,8175,86,93
tt0057869,Band of Outsiders,Not Rated,1964-08-05,Royal Films International,Comedy,95,37651,7.8,20389,94,88
tt0058946,The Battle of Algiers,Not Rated,1967-09-20,Rialto Pictures,Drama,121,55908,8.1,47910,99,95
tt0060315,Django,Not Rated,1966-12-01,Rialto Pictures,Action,91,25097,7.3,22653,92,75
tt0061328,Accident,Not Rated,1967-06-07,Rialto Pictures,Drama,105,17161,6.9,2973,82,
tt0062622,2001: A Space Odyssey,G,1968-05-12,Warner Bros. Pictures,Adventure,149,135620,8.3,559687,93,82
tt0063227,The Lion in Winter,PG,1968-10-30,Nelson Entertainment,Biography,134,18177,7.9,27328,92,
tt0066963,"Dad's Army",G,1971-09-01,Universal Pictures International,Comedy,95,4683159,6.9,2636,32,
tt0067541,Wake in Fright,R,1971-10-09,Drafthouse Films,Drama,109,27624,7.7,8926,100,88
tt0067900,Un Flic,PG,1972-10-25,Rialto Pictures,Crime,98,48040,7.1,6812,78,72
tt0067992,Willy Wonka & the Chocolate Factory,G,1971-06-30,Paramount Pictures,Family,100,4000000,7.8,165191,91,67
tt0068230,Asylum,PG,1972-11-17,Paramount Classics,Horror,88,295287,6.5,5265,36,
tt0073076,Grey Gardens,PG,1975-09-27,Janus Films,Comedy,95,30966,7.6,11040,94,
tt0073580,The Passenger,PG-13,1975-04-09,Sony Pictures Classics,Drama,126,495232,7.6,19058,90,90
tt0074152,Small Change,PG,1976-03-17,,Comedy,104,32660,7.7,4746,88,
tt0074252,"Ugly, Dirty and Bad",,1976-09-23,Compagnia Cinematografica Champion,Comedy,115,6590,7.8,6999,,
tt0075040,Seven Beauties,R,1976-01-21,Koch Lorber Films,Comedy,116,11962,7.8,4487,80,
tt0079576,More American Graffiti,PG,1979-08-03,MCA Universal Home Video,Comedy,110,8100000,5.3,3767,20,
tt0079854,Every Man for Himself,Not Rated,1980-10-15,New Yorker Films,Drama,87,45154,7,2712,,
tt0079944,Stalker,Not Rated,1980-04-17,Zweites Deutsches Fernsehen,Drama,162,268101,8.2,102089,100,
tt0080117,The Wanderers,R,1979-07-04,Warner Home Video,Drama,112,14492,7.4,9296,89,64
tt0080539,City of Women,R,1981-04-08,Gaumont,Comedy,139,6244,7,5586,71,
tt0080684,Star Wars: Episode V - The Empire Strikes Back,PG,1980-06-20,Twentieth Century Fox,Action,124,4548170,8.7,1075947,95,82
tt0083001,Roar,PG,1981-11-12,Drafthouse Films,Adventure,102,106353,6.2,2554,74,65
tt0083015,S.O.B.,R,1981-07-01,Twentieth Century Fox Home Entertainment,Comedy,122,14867086,6.4,5101,82,62
tt0085601,Go for It,,,Lionsgate Films,Action,107,100000,7.2,8111,,
tt0086022,Nostalgia,Not Rated,1992-03-01,Kino Lorber,Drama,125,5233,8.1,19469,85,
tt0086250,Scarface,R,1983-12-09,Universal Films,Crime,170,656161,8.3,680803,81,65
tt0088680,After Hours,R,1985-10-11,Warner Bros. Pictures,Comedy,97,10600000,7.7,51332,88,90
tt0088763,Back to the Future,PG,1985-07-03,Universal Pictures,Adventure,116,2925880,8.5,963826,96,87
tt0089017,Desperately Seeking Susan,PG-13,1985-04-12,MGM Home Entertainment,Comedy,104,27400000,6,19499,86,71
tt0089847,The Protector,R,1985-08-23,Warner Bros. Pictures,Action,91,829000,5.7,3620,20,
tt0090015,Shoah,Not Rated,1985-11-01,IFC Films,Documentary,566,15642,8.6,7742,100,99
tt0090022,Silverado,PG-13,1985-07-10,Sony Pictures Home Entertainment,Action,133,33200000,7.2,34691,76,64
tt0090568,8 Million Ways to Die,R,1986-04-25,Twentieth Century Fox Home Entertainment,Action,115,1305114,5.8,4123,0,29
tt0092048,Tampopo,Not Rated,1987-09-01,Itami Productions,Comedy,114,224097,7.9,13824,100,
tt0092546,Amazon Women on the Moon,R,1987-09-18,MCA Universal Home Video,Comedy,85,548696,6.2,9472,59,
tt0092890,Dirty Dancing,PG-13,1987-08-21,Vestron Pictures,Drama,100,1899606,7,182076,69,65
tt0094868,Chocolat,PG-13,1989-05-01,Caroline Productions,Drama,105,157624,7.4,2402,70,
tt0095250,The Big Blue,PG,1988-08-19,20th Century-Fox,Adventure,168,80804,7.6,45359,62,35
tt0095765,Cinema Paradiso,R,1990-02-23,Miramax Films,Drama,155,239630,8.5,208522,90,80
tt0097965,New York Stories,PG,1989-03-10,Touchstone Pictures,Comedy,124,10763469,6.4,15941,75,
tt0099587,Flight of the Intruder,PG-13,1991-01-18,Paramount,Action,115,14587732,5.8,5948,25,
tt0100802,Total Recall,R,1990-06-01,TriStar Pictures,Action,113,119000000,7.5,282914,82,57
tt0101258,Days of Being Wild,Not Rated,1990-12-15,Rim,Crime,94,18090,7.6,16048,90,96
tt0101414,Beauty and the Beast,G,1991-11-22,Buena Vista,Animation,84,47611331,8,398274,94,95
tt0102587,Only Yesterday,PG,2016-02-26,GKIDS,Animation,118,415939,7.7,20251,100,90
tt0103064,Terminator 2: Judgment Day,R,1991-07-03,TriStar Pictures,Action,137,198116802,8.5,934590,93,75
tt0103935,Rebels of the Neon God,Not Rated,1994-08-04,Big World Pictures,Crime,106,17335,7.6,2864,100,82
tt0104454,Howards End,PG,1993-02-26,Sony Pictures Home Entertainment,Drama,142,157888,7.4,26523,94,89
tt0105417,Sister Act,PG,1992-05-29,Buena Vista,Comedy,100,139605150,6.4,80550,72,51
tt0107290,Jurassic Park,PG-13,1993-06-11,Universal City Studios,Action,127,45299680,8.1,802629,91,68
tt0107688,The Nightmare Before Christmas,PG,1993-10-29,Touchstone Pictures,Animation,76,8616662,8,273928,95,82
tt0107711,Nowhere to Run,R,1993-01-15,Sony Pictures Home Entertainment,Action,94,22189039,5.7,20507,30,
tt0107756,Orlando,PG-13,1993-06-09,Sony Pictures Classics,Biography,94,57305,7.2,12566,84,74
tt0108148,Iron Monkey,PG-13,2001-10-12,Dimension Films,Action,90,14231964,7.5,14791,90,79
tt0109830,Forrest Gump,PG-13,1994-07-06,Paramount Pictures,Drama,142,330000000,8.8,1663061,72,82
tt0110357,The Lion King,G,1994-06-24,Buena Vista,Adventure,88,94240635,8.5,869323,93,88
tt0115940,"A Summer's Tale",G,2014-06-20,Big World Pictures,Comedy,113,198126,7.6,5446,98,91
tt0115964,Crash,NC-17,1997-03-21,Fine Line Features,Drama,100,3168660,6.4,48712,59,47
tt0118588,All Stars,,1997-05-01,Phase 4 Films,Comedy,115,760142,7.2,2556,56,
tt0118589,Glitter,PG-13,2001-09-21,20th Century Fox,Drama,104,3865759,2.2,20932,7,14
tt0118789,"Buffalo '66",R,1998-06-26,Lions Gate,Comedy,110,2365931,7.5,43762,76,68
tt0118926,The Dancer Upstairs,R,2003-05-23,Fox Searchlight Pictures,Crime,132,2400000,6.9,6124,64,64
tt0119214,"Gone Fishin'",PG,1997-05-30,Hollywood Pictures,Comedy,94,19736932,4.8,8935,4,
tt0119313,Hope Floats,PG-13,1998-05-29,Twentieth Century Fox Home Entertainment,Drama,114,60033780,6,23021,26,42
tt0119527,Deceiver,R,1998-01-30,MGM,Crime,106,545622,6.7,5739,48,
tt0120202,State and Main,R,2001-01-12,Fine Line Features,Comedy,105,5770800,6.7,19628,86,75
tt0120630,Chicken Run,G,2000-06-23,Dreamworks Pictures,Adventure,84,106604314,7,166643,97,88
tt0120667,Fantastic Four,PG-13,2005-07-08,20th Century Fox,Action,106,154485963,6.4,300738,,
tt0120679,Frida,R,2002-11-22,Miramax Films,Biography,123,25681203,7.4,75876,75,61
tt0120681,From Hell,R,2001-10-19,20th Century Fox,Horror,122,30692411,6.8,140832,57,54
tt0120737,The Lord of the Rings: The Fellowship of the Ring,PG-13,2001-12-19,New Line Cinema,Adventure,178,314000000,8.8,1545049,91,92
tt0120804,Resident Evil,R,2002-03-15,Columbia Tristar Pictures,Action,100,39532308,6.7,235270,36,33
tt0120824,The Shipping News,R,2002-01-18,Miramax Films,Drama,111,11405825,6.7,30981,55,47
tt0120903,X-Men,PG-13,2000-07-14,20th Century Fox,Action,104,156164829,7.4,545484,81,64
tt0120912,Men in Black II,PG-13,2002-07-03,Columbia Pictures,Action,88,190400000,6.2,322071,39,49
tt0120915,Star Wars: Episode I - The Phantom Menace,PG,1999-05-19,20th Century Fox,Action,136,431000000,6.5,671698,53,51
tt0120917,"The Emperor's New Groove",G,2000-12-15,Buena Vista Pictures,Adventure,78,87320505,7.3,165936,85,70
tt0121164,Corpse Bride,PG,2005-09-23,Warner Bros. Pictures,Animation,77,53300000,5.7,228755,27,40
tt0121765,Star Wars: Episode II - Attack of the Clones,PG,2002-05-16,20th Century Fox,Action,142,307900000,6.6,587677,66,54
tt0126029,Shrek,PG,2001-05-18,Dreamworks,Adventure,90,266982666,7.8,573686,88,84
tt0130623,Dinosaur,PG,2000-05-19,Buena Vista,Adventure,82,135606304,6.5,48972,64,56
tt0131704,The Adventures of Rocky & Bullwinkle,PG,2000-06-30,Universal Pictures,Adventure,92,411840,4.1,18575,44,36
tt0133152,Planet of the Apes,PG-13,2001-07-27,20th Century Fox,Action,119,178094583,5.7,203365,45,50
tt0133240,Treasure Planet,PG,2002-11-27,Buena Vista Distribution Compa,Adventure,95,38120554,7.2,92753,69,60
tt0134630,Duets,R,2000-09-15,Hollywood Pictures,Comedy,112,4262782,6.1,8854,21,40
tt0138524,Intolerable Cruelty,PG-13,2003-10-10,Universal Pictures,Comedy,100,35096190,6.2,86570,75,71
tt0141907,Town & Country,R,2001-04-27,New Line Cinema,Comedy,104,6275248,4.4,4507,13,34
tt0144528,Nutty Professor II: The Klumps,PG-13,2000-07-28,Universal Pictures,Comedy,106,122385345,4.4,46238,26,38
tt0145487,Spider-Man,PG-13,2002-05-03,Columbia Pictures,Action,121,403706375,7.3,654222,90,73
tt0146316,Lara Croft: Tomb Raider,PG-13,2001-06-15,Paramount Pictures,Action,100,129512407,5.8,189333,20,33
tt0146984,The Legend of Bagger Vance,PG-13,2000-11-03,DreamWorks SKG,Drama,126,30366277,6.7,51419,43,47
tt0149624,All the Pretty Horses,PG-13,2000-12-25,Miramax,Drama,116,14713716,5.8,12505,32,55
tt0150980,The Housemaid,Not Rated,1960-11-03,Criterion Collection,Crime,109,148501,7.3,2710,,
tt0155722,The Piano Player,Not Rated,1999-10-21,Menemsha,Drama,112,223827,7.8,6826,84,60
tt0157472,Clockstoppers,PG,2002-03-29,Paramount Pictures,Action,94,36900146,5.2,12844,29,40
tt0159273,Behind Enemy Lines,PG-13,2001-11-30,20th Century Fox,Action,106,58767833,6.4,95436,37,49
tt0160009,The Art of War,R,2000-08-25,Warner Bros. Pictures,Action,117,29458928,5.7,27634,16,30
tt0160127,"Charlie's Angels",PG-13,2000-11-03,Columbia Pictures,Action,98,124420707,5.5,166304,68,52
tt0160399,Impostor,PG-13,2002-01-04,Dimension Films,Drama,95,5250001,6.2,21874,22,33
tt0161081,What Lies Beneath,PG-13,2000-07-21,DreamWorks SKG,Drama,130,155018556,6.6,111603,46,51
tt0161083,"What's the Worst That Could Happen?",PG-13,2001-06-01,MGM,Comedy,94,31090224,5.5,14282,10,37
tt0161860,Nowhere in Africa,R,2003-05-16,Zeitgeist Films,Biography,141,5888057,7.5,11867,85,72
tt0162346,Ghost World,R,2001-09-21,United Artists,Comedy,111,4694484,7.3,108400,92,88
tt0162650,Shaft,R,2000-06-16,Paramount Pictures,Action,99,70334258,5.9,70506,67,50
tt0163983,Bless the Child,R,2000-08-11,Paramount Pictures,Crime,107,28134407,5.1,13447,3,17
tt0164003,City of Ghosts,R,2003-03-27,MGM Pictures,Crime,116,275998,6,4762,47,57
tt0164052,Hollow Man,R,2000-08-04,Columbia Pictures,Action,112,72055301,5.8,116381,28,24
tt0164184,The Sum of All Fears,PG-13,2002-05-31,Paramount Pictures,Action,124,118471320,6.4,98383,59,45
tt0164334,Along Came a Spider,R,2001-04-06,Paramount Pictures,Drama,104,73587034,6.4,70378,31,42
tt0165982,Sinbad: Legend of the Seven Seas,PG,2003-07-02,DreamWorks SKG,Adventure,86,26300000,6.7,45664,45,48
tt0166110,Bones,R,2001-10-24,New Line Cinema,Crime,96,6835153,4.1,6237,21,42
tt0166276,Monkeybone,PG-13,2001-02-23,20th Century Fox,Animation,93,4942155,4.7,16051,19,40
tt0166813,Spirit: Stallion of the Cimarron,G,2002-05-24,DreamWorks SKG,Adventure,83,73215310,7.1,59289,70,52
tt0166924,Mulholland Dr.,R,2001-10-19,Universal Focus,Drama,147,7077663,7.9,297255,83,83
tt0167190,Hellboy,PG-13,2004-04-02,Sony Pictures,Action,122,59035104,6.8,295290,81,72
tt0167260,The Lord of the Rings: The Return of the King,PG-13,2003-12-17,New Line Cinema,Adventure,201,364000000,8.9,1533400,93,94
tt0167261,The Lord of the Rings: The Two Towers,PG,2002-12-18,New Line Cinema,Adventure,179,339700000,8.7,1383659,95,87
tt0167456,Thunderbirds,PG,2004-07-30,Universal Pictures,Action,95,6768055,4.2,12632,19,36
tt0168629,Dancer in the Dark,R,2000-10-06,Fine Line Features,Crime,140,2839256,8,95603,69,61
tt0168786,Antwone Fisher,PG-13,2003-01-10,Fox Searchlight Pictures,Biography,120,20813967,7.3,31103,79,62
tt0170016,How the Grinch Stole Christmas,PG,2000-11-17,Universal Pictures,Comedy,104,259011600,6.1,185959,51,46
tt0172156,Bad Boys II,R,2003-07-18,Sony Pictures Entertainment,Action,147,138396624,6.6,210506,22,38
tt0174336,Whipped,R,2000-09-01,Destination Films,Comedy,82,3780907,4.5,3831,13,10
tt0179116,"But I'm a Cheerleader",R,2000-08-11,Lions Gate Films,Comedy,85,175182,6.6,23801,39,39
tt0179626,15 Minutes,R,2001-03-09,New Line Cinema,Action,120,24160216,6.1,46912,32,34
tt0180052,The Adventures of Pluto Nash,PG-13,2002-08-16,Warner Bros.,Action,95,4366829,3.8,23388,4,12
tt0180073,Quills,R,2000-12-25,20th Century Fox,Biography,124,4284664,7.3,49536,75,70
tt0180093,Requiem for a Dream,R,2000-12-15,Artisan Entertainment,Drama,102,2546851,8.3,717403,79,68
tt0180734,Hardball,PG-13,2001-09-14,Paramount Pictures,Drama,106,39697363,6.4,26701,40,48
tt0181536,Finding Forrester,PG-13,2001-01-12,Columbia Pictures,Drama,136,51370406,7.3,79680,74,62
tt0181689,Minority Report,PG-13,2002-06-21,Dreamworks,Action,145,132000000,7.6,478664,91,80
tt0181739,Osmosis Jones,PG,2001-08-10,Warner Bros. Pictures,Action,95,12344938,6.3,30266,55,57
tt0181852,Terminator 3: Rise of the Machines,R,2003-07-02,Warner Bros. Pictures,Action,109,150252753,6.3,359625,69,66
tt0181865,Traffic,R,2001-01-05,USA Films,Crime,147,123836420,7.6,188344,92,86
tt0181875,Almost Famous,R,2000-09-22,DreamWorks SKG,Adventure,122,31716715,7.9,238238,89,90
tt0181912,In Praise of Love,PG,2001-05-16,Manhattan Pictures International,Drama,97,38844,6.5,2560,52,62
tt0183505,"Me, Myself & Irene",R,2000-06-23,20th Century Fox,Comedy,116,560525,6.6,212572,47,49
tt0183649,Phone Booth,R,2003-04-04,20th Century Fox,Crime,81,46524362,7,240128,72,56
tt0183659,Pollock,R,2001-03-23,Sony Pictures Classics,Biography,122,7280174,7,25805,81,77
tt0183790,"A Knight's Tale",PG-13,2001-05-11,Columbia Pictures,Action,132,55001689,6.9,160012,58,56
tt0184791,O,R,2001-08-31,Lions Gate Films,Drama,95,15540020,6.1,18673,64,53
tt0185431,Little Nicky,PG-13,2000-11-10,New Line Cinema,Comedy,90,38542597,5.3,93125,22,38
tt0186589,Sugar & Spice,PG-13,2001-01-26,New Line Cinema,Comedy,81,12353614,5.7,13001,28,48
tt0187078,Gone in 60 Seconds,PG-13,2000-06-09,Buena Vista Pictures,Action,118,100978700,6.5,248939,25,35
tt0187393,The Patriot,R,2000-06-28,Columbia Pictures,Action,165,2317507,7.2,240932,61,63
tt0187738,Blade II,R,2002-03-22,New Line Cinema,Action,117,82000000,6.7,190443,57,52
tt0188453,Birthday Girl,R,2002-02-01,Miramax Films,Comedy,93,4919896,6.1,23538,58,51
tt0189998,Shadow of the Vampire,R,2001-01-26,Lions Gate Releasing,Drama,92,7518962,6.9,38542,82,71
tt0190138,The Whole Nine Yards,R,2000-02-18,Warner Home Video,Comedy,98,57262492,6.7,104557,45,47
tt0190374,Dungeons & Dragons,PG-13,2000-12-08,New Line Cinema,Action,107,14813627,3.6,30790,10,14
tt0190590,"O Brother, Where Art Thou?",PG-13,2001-02-02,Buena Vista,Adventure,107,45150731,7.7,269389,77,69
tt0190865,Vertical Limit,PG-13,2000-12-08,Columbia Pictures,Action,124,67771442,5.9,55895,48,48
tt0191133,The Fighting Temptations,PG-13,2003-09-19,Paramount Pictures,Comedy,123,30213026,5.5,6480,42,53
tt0191397,The Replacements,PG-13,2000-08-11,Warner Bros. Pictures,Comedy,118,44004460,6.6,55137,41,30
tt0191996,Essex Boys,R,2000-07-14,Miramax,Crime,102,239131,6.1,3588,17,
tt0192071,Get Over It,PG-13,2001-03-09,Miramax Films,Comedy,87,11294663,5.7,17241,44,52
tt0192111,Head Over Heels,PG-13,2001-02-02,Universal Pictures,Comedy,86,9892550,5.4,13374,10,27
tt0192255,The Little Vampire,PG,2000-10-27,New Line Cinema,Adventure,95,13432508,5.7,9033,55,45
tt0192657,Shiri,R,1999-02-13,IDP Distribution,Action,125,29156,6.6,7612,59,50
tt0192731,Urban Legends: Final Cut,R,2000-09-22,Sony Pictures Home Entertainment,Horror,97,21007274,4.3,15239,9,16
tt0195234,Saving Grace,R,2000-09-01,Fine Line Features,Comedy,93,11483975,6.9,16953,63,62
tt0196229,Zoolander,PG-13,2001-09-28,Paramount Pictures,Comedy,90,44724316,6.5,235135,64,61
tt0198386,The Crew,PG-13,2000-08-25,Touchstone Pictures,Comedy,88,12485210,5.6,4366,20,37
tt0198781,"Monsters, Inc.",G,2001-11-02,Buena Vista Distribution Compa,Adventure,92,34034168,8,758813,96,78
tt0199626,In the Cut,R,2003-10-31,Sony Pictures,Mystery,119,4717455,5.3,20712,33,46
tt0200027,Riding in Cars with Boys,PG-13,2001-10-19,Columbia Pictures,Biography,132,29601298,6.5,25591,49,43
tt0200465,The Bank Job,R,2008-03-07,Lionsgate,Crime,111,30028592,7.2,167547,79,69
tt0200669,The Golden Bowl,R,2001-05-25,Lions Gate Films,Drama,130,2178448,6,4057,53,62
tt0202677,The Way of the Gun,R,2000-09-08,Artisan Entertainment,Action,119,5225573,6.7,30524,45,49
tt0203009,Moulin Rouge!,PG-13,2001-06-01,20th Century Fox,Drama,127,55093223,7.6,255150,76,66
tt0203119,Sexy Beast,R,2001-07-13,20th Century Fox,Crime,89,5972627,7.3,50968,86,79
tt0203230,You Can Count on Me,R,2000-12-22,TSG Pictures,Drama,111,8409329,7.5,26392,95,85
tt0203755,"One Night at McCool's",R,2001-04-27,USA Films,Comedy,93,5689784,6.1,27667,33,46
tt0204313,Exorcist: The Beginning,R,2004-08-20,Warner Bros. Pictures,Horror,114,41784746,5.1,32017,10,30
tt0204626,The Watcher,R,2000-09-08,Universal Pictures,Crime,97,28572915,5.3,24544,10,22
tt0204700,Trouble Every Day,Not Rated,2001-07-11,Lot 47 Films,Drama,101,9189,6,6739,49,40
tt0204946,Bring It On,PG-13,2000-08-25,Universal Pictures,Comedy,98,67905760,6,82597,63,52
tt0205271,Dr. T & the Women,R,2000-10-13,Artisan Entertainment,Comedy,122,12115208,4.6,17061,56,64
tt0205461,Thomas and the Magic Railroad,G,2000-07-26,Destination Films,Adventure,85,2027042,4,3492,21,19
tt0206314,Joy Ride,R,2001-10-05,20th Century Fox,Mystery,97,21254983,6.6,61201,74,75
tt0206420,Woman on Top,R,2000-09-22,Fox Searchlight,Comedy,92,4513772,5.3,9617,34,41
tt0206634,Children of Men,R,2007-01-05,Universal Pictures,Drama,109,35100000,7.9,436694,92,84
tt0207201,What Women Want,PG-13,2000-12-15,Paramount Pictures,Comedy,127,181483882,6.4,182976,54,47
tt0208003,"Big Momma's House",PG-13,2000-06-02,20th Century Fox,Action,99,492734,5.1,76968,30,33
tt0208092,Snatch,R,2001-01-19,Columbia Pictures,Comedy,104,30093107,8.3,736028,73,55
tt0208874,The Contender,R,2000-10-13,Dreamworks Distribution,Drama,126,16120906,6.9,22041,76,59
tt0208988,Get Carter,R,2000-10-06,Warner Bros. Pictures,Action,102,14551088,5.2,31082,12,24
tt0208990,"The Son's Room",R,2001-03-09,Miramax Films,Drama,99,737565,7.3,16597,85,73
tt0209144,Memento,R,2001-05-25,Newmarket Films,Mystery,113,23844220,8.4,1053126,92,80
tt0209163,The Mummy Returns,PG-13,2001-05-04,Universal Pictures,Action,130,200691120,6.3,287093,47,48
tt0210075,Girlfight,R,2000-10-06,Screen Gems,Drama,110,778046,6.7,9043,87,70
tt0210299,Songcatcher,PG-13,2001-07-27,Lions Gate,Drama,109,1634064,7.2,3084,74,63
tt0210567,Beautiful,PG-13,2000-09-29,Sony Pictures Home Entertainment,Comedy,112,2834122,5.5,3521,16,23
tt0210945,Remember the Titans,PG,2000-09-29,Walt Disney Pictures,Biography,113,114297071,7.8,186791,73,48
tt0211181,102 Dalmatians,G,2000-11-22,Buena Vista Pictures,Adventure,100,65406212,4.9,32501,31,35
tt0211443,Jason X,R,2002-04-26,New Line Cinema,Action,91,12610731,4.4,47469,19,25
tt0211465,Knockaround Guys,R,2002-10-11,New Line Cinema,Crime,92,11509127,6.1,21633,21,30
tt0211933,Awake,R,2007-11-30,MGM,Crime,84,14296153,6.5,70298,24,33
tt0211938,Bait,R,2000-09-15,Warner Bros. Pictures,Action,119,14934238,5.8,10164,26,39
tt0212338,Meet the Parents,PG-13,2000-10-06,Universal Pictures,Comedy,108,164454835,7,296531,84,73
tt0212712,2046,R,2004-09-29,Sony Pictures Classics,Drama,129,1237566,7.4,47619,86,78
tt0212985,Hannibal,R,2001-02-09,MGM,Crime,131,163877858,6.8,240504,39,57
tt0213149,Pearl Harbor,PG-13,2001-05-25,Touchstone,Action,183,197761540,6.2,297580,24,44
tt0213790,The Ladies Man,R,2000-10-13,Paramount Pictures,Comedy,84,13384928,5.2,12019,11,22
tt0215545,Bamboozled,R,2000-10-20,New Line Cinema,Comedy,135,1883628,6.5,9633,48,50
tt0215750,Enemy at the Gates,R,2001-03-16,Paramount Pictures,Drama,131,50507533,7.6,229258,54,53
tt0216216,The 6th Day,PG-13,2000-11-17,Columbia Pictures,Action,123,33813823,5.9,111846,41,49
tt0216799,"Harrison's Flowers",R,2002-03-15,Universal Focus,Drama,130,1621845,7.1,5892,49,49
tt0216800,With a Friend Like Harry...,R,2001-06-15,Miramax Films,Comedy,117,3381354,7.1,9210,96,75
tt0217505,Gangs of New York,R,2002-12-20,Miramax Films,Crime,167,77605296,7.5,379309,73,72
tt0217869,Unbreakable,PG-13,2000-11-22,Touchstone Pictures,Drama,106,95000000,7.3,362323,70,62
tt0218619,Soul Survivors,PG-13,2001-09-07,Artisan Entertainment,Horror,84,2014304,3.9,7954,4,20
tt0218817,Antitrust,PG-13,2001-01-12,MGM/UA,Action,105,10965209,6.1,27711,24,31
tt0218839,Best in Show,PG-13,2000-10-20,Warner Bros. Pictures,Comedy,90,16574225,7.4,51896,94,78
tt0218922,Original Sin,R,2001-08-03,MGM,Drama,116,15113699,6.1,51131,12,33
tt0219699,The Gift,R,2001-01-19,Paramount Classics,Drama,112,11151502,6.6,59693,57,62
tt0219822,Human Nature,R,2001-09-12,Fine Line Features,Comedy,96,651165,6.4,16786,49,56
tt0219854,The Kid,PG,2000-07-07,Disney,Comedy,104,68493389,6.1,38523,49,45
tt0219952,Lucky Numbers,R,2000-10-27,Paramount Pictures,Comedy,105,9534013,5,9500,22,31
tt0219965,Bandits,PG-13,2001-10-12,MGM Pictures,Comedy,123,41176738,6.5,62938,64,60
tt0220506,Halloween: Resurrection,R,2002-07-12,Dimension Films,Horror,94,30259652,4,34731,11,19
tt0220580,Intacto,R,2001-11-09,Lions Gate Films,Drama,108,145177,6.9,12366,72,59
tt0221218,The Glass House,PG-13,2001-09-14,The Film Sales Company,Crime,106,17387693,5.8,30184,21,34
tt0223897,Pay It Forward,PG-13,2000-10-20,Warner Bros. Pictures,Drama,123,32801029,7.2,107908,40,40
tt0227005,Made,R,2001-08-31,Artisan Entertainment,Comedy,95,3673981,6.4,16287,71,62
tt0227445,The Score,R,2001-07-13,Paramount Pictures,Crime,124,70307038,6.8,114288,73,71
tt0227984,Formula 51,R,2002-10-18,Screen Gems,Action,93,5142921,6.3,46413,26,23
tt0228333,Ghosts of Mars,R,2001-08-24,Sony,Action,98,7307616,4.9,48752,21,35
tt0228750,Proof of Life,R,2000-12-08,Warner Bros. Pictures,Action,135,31193043,6.2,53240,39,45
tt0230011,Atlantis: The Lost Empire,PG,2001-06-15,Walt Disney Pictures,Action,95,83561615,6.9,95355,49,52
tt0230600,The Others,PG-13,2001-08-10,Miramax Films,Horror,101,96080075,7.6,319137,83,74
tt0230838,Sweet November,PG-13,2001-02-16,Warner Bros. Pictures,Drama,119,24418719,6.7,81678,15,27
tt0231402,Crocodile Dundee in Los Angeles,PG,2001-04-20,Paramount,Action,92,25264107,4.8,22533,11,37
tt0231448,Deuces Wild,R,2002-05-03,MGM,Action,96,6044618,5.7,6765,3,16
tt0231775,Down to Earth,PG-13,2001-02-16,Paramount Pictures,Comedy,87,63095559,5.5,20887,20,32
tt0232500,The Fast and the Furious,PG-13,2001-06-22,Universal Pictures,Action,106,142542950,6.8,327163,53,58
tt0233142,3000 Miles to Graceland,R,2001-02-23,Warner Bros.,Action,125,15346114,6,42120,14,21
tt0233469,Collateral Damage,R,2002-02-08,Warner Bros. Pictures,Action,108,39965988,5.5,69565,19,33
tt0234215,The Matrix Reloaded,R,2003-05-15,Warner Bros. Pictures,Action,138,281500000,7.2,487291,73,62
tt0234354,Novocaine,R,2001-12-14,Artisan Entertainment,Comedy,95,1512342,5.8,10398,38,45
tt0234829,Summer Catch,PG-13,2001-08-24,Warner Bros. Pictures,Comedy,104,19037255,5,14622,8,21
